,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JUICY DROP GUMMY DIPPERZ.,,,,,,,,,,,0,,,,3,,,1,,0,,,0,,0,,,,1,,,,,5,,,,9.95,,,,6.450,,,1.84,,,-843,,,0,,22.21,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOUNTY.,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,1,,,,2,,,,,5,,,,3.75,,,,1.750,,,1.38,,,-375,,,0,,44.00,,
,,,,,,,,IRN BRU SUGAR FREE 12PK,,,,,,,,,,,0,,,,0,,,3,,0,,,1,,1,,,,0,,,,,5,,,,25.00,,,,23.000,,,-2.17,,,-350,,,0,,-10.40,,
,,,,,,,,SQUASHIES RHUBARD & CUSTARD,,,,,,,,,,,0,,,,1,,,0,,1,,,1,,2,,,,0,,,,,5,,,,5.75,,,,3.750,,,1.04,,,-164,,,0,,21.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CADBURY TIMEOUT 6PK,,,,,,,,,,,0,,,,0,,,1,,3,,,0,,1,,,,0,,,,,5,,,,6.75,,,,4.750,,,0.88,,,-106,,,0,,15.56,,
,,,,,,,,SKITTLES FRUITS,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,1,,,,1,,,,,4,,,,4.00,,,,2.400,,,0.93,,,-296,,,0,,28.00,,
,,,,,,,,SQUARES CHOCOLATEY,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,2,,,,0,,,,,4,,,,3.16,,,,1.560,,,1.07,,,-339,,,0,,40.76,,
,,,,,,,,7UP ZERO SUGAR 2 LITRE,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,1,,,,,4,,,,7.96,,,,6.360,,,0.27,,,-332,,,0,,4.12,,
,,,,,,,,FIZZY STRAWBERRIES,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,1,,,,1,,,,,4,,,,4.00,,,,2.400,,,0.93,,,-10,,,0,,28.00,,
,,,,,,,,EXTRA STRAWBERRY,,,,,,,,,,,0,,,,0,,,2,,1,,,1,,0,,,,0,,,,,4,,,,3.40,,,,0.760,,,2.07,,,-2599,,,0,,73.18,,
,,,,,,,,BACON FRIES,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,0,,,,1,,,,,4,,,,3.96,,,,2.760,,,0.54,,,-2018,,,0,,16.36,,
,,,,,,,,MALTESERS MINI EGGS,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,3,,,,0,,,,,4,,,,8.00,,,,6.400,,,0.27,,,-17,,,0,,4.00,,
,,,,,,,,NESTLE MILKBAR BUTTON,,,,,,,,,,,0,,,,0,,,2,,1,,,0,,1,,,,0,,,,,4,,,,6.60,,,,5.000,,,0.50,,,-123,,,0,,9.09,,
,,,,,,,,TYRRELLS SEA SALT & CIDER VINEGAR,,,,,,,,,,,2,,,,0,,,0,,0,,,2,,0,,,,0,,,,,4,,,,5.98,,,,9.800,,,-4.82,,,-30,,,0,,-96.66,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CADBURY ECLAIRS,,,,,,,,130G,,,0,,,,1,,,1,,1,,,1,,0,,,,0,,,,,4,,,,5.40,,,,3.800,,,0.70,,,-366,,,0,,15.56,,
,,,,,,,,CADBURY WISPA GOLD,,,,,,,,,,,1,,,,0,,,1,,0,,,0,,2,,,,0,,,,,4,,,,3.96,,,,2.360,,,0.94,,,-95,,,0,,28.48,,
,,,,,,,,ROCKSTAR BLUEBERRY POMEGRANATE,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,2,,,,0,,,,,4,,,,4.88,,,,3.560,,,0.51,,,-1076,,,0,,12.46,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Z/C SOUR APPLE JAWBREAKERS,,,,,,,,,,,0,,,,1,,,0,,2,,,1,,0,,,,0,,,,,4,,,,2.76,,,,1.160,,,1.14,,,-73,,,0,,49.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MEGA SQUEEZE PAINTER POP,,,,,,,,,,,0,,,,0,,,0,,3,,,0,,1,,,,0,,,,,4,,,,4.00,,,,2.400,,,0.93,,,-33,,,0,,28.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TWIRL 5PK,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,1,,,,1,,,,,4,,,,7.96,,,,6.360,,,0.27,,,-37,,,0,,4.12,,
,,,,,,,,MOUNTAIN DEW DRAGON FRUIT,,,,,,,,,,,0,,,,3,,,0,,1,,,0,,0,,,,0,,,,,4,,,,7.96,,,,5.560,,,1.07,,,-18,,,0,,16.18,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FANTA GOLDEN GRAPE,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,1,,,,2,,,,,4,,,,9.96,,,,6.330,,,1.97,,,-23,,,0,,23.71,,
,,,,,,,,SKITTLES TROPICAL,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,1,,,,1,,,,,4,,,,4.00,,,,2.400,,,0.93,,,-184,,,0,,28.00,,
,,,,,,,,MONSTER MIXXD,,,,,,,,,,,0,,,,1,,,0,,0,,,2,,1,,,,0,,,,,4,,,,7.00,,,,5.400,,,0.43,,,-188,,,0,,7.43,,
,,,,,,,,CADBURY DAIRY MILK FINGERS,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,2,,,,0,,,,,4,,,,6.60,,,,5.000,,,0.50,,,-169,,,0,,9.09,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JACK'S PINK WAFERS,,,,,,,,,,,0,,,,2,,,0,,0,,,2,,0,,,,0,,,,,4,,,,3.30,,,,1.800,,,0.95,,,-93,,,0,,34.55,,
,,,,,,,,BARR ORANGEADE 2 LITRE,,,,,,,,,,,0,,,,1,,,2,,0,,,0,,0,,,,1,,,,,4,,,,4.76,,,,3.160,,,0.81,,,-407,,,0,,20.34,,
,,,,,,,,BOBBY'S 6 CLASSIC MINI DOUGHNUTS,,,,,,,,,,,1,,,,1,,,0,,1,,,1,,0,,,,0,,,,,4,,,,7.56,,,,5.960,,,0.34,,,-748,,,0,,5.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BARR RED KOLA 500ML,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,1,,,,,4,,,,4.00,,,,2.400,,,0.93,,,-692,,,0,,28.00,,
,,,,,,,,BOBBY'S BLUE RAZZ RIP ROLL,,,,,,,,,,,0,,,,1,,,2,,0,,,1,,0,,,,0,,,,,4,,,,2.36,,,,0.760,,,1.21,,,-492,,,0,,61.36,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GALAXY RIPPLE 3PK,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,0,,,,1,,,,,4,,,,7.96,,,,5.960,,,0.67,,,-196,,,0,,10.15,,
,,,,,,,,HARIBO MEGA-ROULETTE.,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,1,,,,1,,,,,4,,,,2.80,,,,1.200,,,1.13,,,-1201,,,0,,48.57,,
,,,,,,,,GALAXY RIPPLE.,,,,,,,,,,,0,,,,1,,,1,,0,,,1,,0,,,,1,,,,,4,,,,3.00,,,,1.400,,,1.10,,,-708,,,0,,44.00,,
,,,,,,,,WAFFULLS STRAWBERRY,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,0,,,,2,,,,,4,,,,3.96,,,,2.360,,,0.94,,,-79,,,0,,28.48,,
78038,,,,,,,,WRIGLEY EXTRA S/FREE SPEARMINT,,,,,,,,10PCE,,,0,,,,0,,,0,,0,,,2,,1,,,,1,,,,,4,,,,3.40,,,,0.890,,,1.94,,,-7394,,,0,,68.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77944,,,,,,,,WRIGLEY EXTRA ICE S/F PEPP *,,,,,,,,10PCE,,,0,,,,0,,,1,,3,,,0,,0,,,,0,,,,,4,,,,3.80,,,,1.060,,,2.11,,,-2859,,,0,,66.53,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TANGO SHERBET SHOCKERS CHERRY,,,,,,,,,,,0,,,,0,,,0,,1,,,2,,1,,,,0,,,,,4,,,,0.40,,,,0.330,,,0.00,,,-601,,,0,,0.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CHEWITS BLUE RASPBERRY,,,,,,,,,,,0,,,,0,,,2,,2,,,0,,0,,,,0,,,,,4,,,,2.76,,,,1.960,,,0.34,,,-797,,,0,,14.78,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SWIZZELS DOUBLE DIP.,,,,,,,,,,,0,,,,4,,,0,,0,,,0,,0,,,,0,,,,,4,,,,2.76,,,,0.360,,,1.94,,,-172,,,0,,84.35,,
,,,,,,,,SKITTLES WILD BERRY,,,,,,,,,,,0,,,,3,,,0,,0,,,0,,1,,,,0,,,,,4,,,,3.00,,,,1.160,,,1.34,,,-440,,,0,,53.60,,
,,,,,,,,GALAXY SALTED CARAMEL,,,,,,,,,,,0,,,,2,,,0,,0,,,1,,1,,,,0,,,,,4,,,,6.76,,,,5.160,,,0.47,,,-37,,,0,,8.40,,
,,,,,,,,CELSIUS MANGO LEMONADE,,,,,,,,,,,2,,,,0,,,0,,2,,,0,,0,,,,0,,,,,4,,,,4.50,,,,4.400,,,-0.65,,,-25,,,0,,-17.33,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO TWIN SNAKES,,,,,,,,,,,0,,,,1,,,0,,2,,,0,,1,,,,0,,,,,4,,,,5.00,,,,3.400,,,0.77,,,-26,,,0,,18.40,,
,,,,,,,,NESTLE MUNCHIES BAG,,,,,,,,,,,1,,,,2,,,1,,0,,,0,,0,,,,0,,,,,4,,,,6.60,,,,5.000,,,0.50,,,-69,,,0,,9.09,,
78115,,,,,,,,WRIGLEY A/WAVE BLACK MINT *,,,,,,,,10PCE,,,1,,,,1,,,0,,1,,,0,,0,,,,1,,,,,4,,,,3.80,,,,1.520,,,1.65,,,-755,,,0,,52.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TAKIS FUEGO,,,,,,,,,,,0,,,,0,,,4,,0,,,0,,0,,,,0,,,,,4,,,,5.00,,,,3.400,,,0.77,,,-899,,,0,,18.40,,
,,,,,,,,CHEWITS BITES,,,,,,,,,,,1,,,,1,,,0,,0,,,1,,1,,,,0,,,,,4,,,,5.40,,,,3.800,,,0.70,,,-9,,,0,,15.56,,
,,,,,,,,CELSIUS STRAWBERRY WATERMELON,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,1,,,,0,,,,,4,,,,6.00,,,,4.400,,,0.60,,,-21,,,0,,12.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,VIMTO SPARKLING CAN,,,,,,,,,,,1,,,,0,,,2,,0,,,1,,0,,,,0,,,,,4,,,,3.00,,,,1.400,,,1.10,,,-906,,,0,,44.00,,
,,,,,,,,MILLIONS APPLE,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,2,,,,1,,,,,4,,,,4.80,,,,2.400,,,1.60,,,-187,,,0,,40.00,,
,,,,,,,,GALAXY COOKIE CRUMBLE,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,2,,,,0,,,,,4,,,,6.76,,,,5.160,,,0.47,,,-39,,,0,,8.40,,
,,,,,,,,NESTLE CRUNCH,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,1,,,,,4,,,,6.60,,,,5.000,,,0.50,,,-43,,,0,,9.09,,
,,,,,,,,BIG DIPPER,,,,,,,,,,,1,,,,0,,,1,,1,,,1,,0,,,,0,,,,,4,,,,5.16,,,,3.560,,,0.74,,,-59,,,0,,17.21,,
,,,,,,,,MOSTER MUNCH RED,,,,,,,,,,,1,,,,2,,,0,,1,,,0,,0,,,,0,,,,,4,,,,5.40,,,,3.800,,,0.70,,,-191,,,0,,15.56,,
,,,,,,,,VIMTO ORIGINAL 500ML,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,1,,,,0,,,,,4,,,,5.00,,,,3.400,,,0.77,,,-532,,,0,,18.40,,
,,,,,,,,SCHWEPPS LEMONADE 2 LITRE,,,,,,,,,,,1,,,,2,,,0,,0,,,0,,0,,,,1,,,,,4,,,,7.00,,,,5.400,,,0.43,,,-506,,,0,,7.43,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MALTERSERS BUNNY,,,,,,,,,,,2,,,,1,,,0,,0,,,0,,1,,,,0,,,,,4,,,,3.16,,,,1.560,,,1.07,,,-96,,,0,,40.76,,
,,,,,,,,IRN BRU 1901 CAN,,,,,,,,330ML,,,0,,,,1,,,0,,1,,,0,,2,,,,0,,,,,4,,,,4.76,,,,2.350,,,1.62,,,-347,,,0,,40.81,,
,,,,,,,,TAKIS DRAGON SWEET CHILLI,,,,,,,,,,,0,,,,3,,,0,,0,,,0,,0,,,,0,,,,,3,,,,3.75,,,,2.550,,,0.58,,,-424,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,LIPTON LEMON ICE TEA,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,1,,,,0,,,,,3,,,,4.05,,,,2.850,,,0.53,,,-394,,,0,,15.56,,
,,,,,,,,MILLIONS STRAWBERRY,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,3.60,,,,1.800,,,1.20,,,-271,,,0,,40.00,,
,,,,,,,,GW TRANSFORM A SNACK BBQ,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,0,,,,,3,,,,3.00,,,,1.800,,,0.70,,,-292,,,0,,28.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77070,,,,,,,,M & MS CHOCOLATE,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,1,,,,0,,,,,3,,,,3.75,,,,1.060,,,2.07,,,-2190,,,0,,66.11,,
,,,,,,,,MENTOS MINT.,,,,,,,,,,,0,,,,3,,,0,,0,,,0,,0,,,,0,,,,,3,,,,2.37,,,,0.450,,,1.53,,,-2016,,,0,,77.22,,
,,,,,,,,SPACE RAIDERS SAUCY BBQ,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,2,,,,0,,,,,3,,,,1.50,,,,0.300,,,0.95,,,-52,,,0,,76.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DORITOS TANGY CHEESE,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,1,,,,0,,,,,3,,,,4.05,,,,2.850,,,0.53,,,-165,,,0,,15.56,,
,,,,,,,,AIRHEAD GUM WATERMELON,,,,,,,,,,,1,,,,1,,,0,,0,,,0,,1,,,,0,,,,,3,,,,5.97,,,,6.270,,,-1.30,,,-10,,,0,,-26.03,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DRUMSTICK SQUASHIES BUBBLEGUM,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,1,,,,0,,,,,3,,,,3.45,,,,2.250,,,0.63,,,-589,,,0,,21.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GW SPICY BIKERS 22G,,,,,,,,,,,3,,,,0,,,0,,0,,,0,,0,,,,0,,,,,3,,,,0.90,,,,0.500,,,0.25,,,-912,,,0,,33.33,,
,,,,,,,,BOBBYS BLUE RAZZ LACES.,,,,,,,,,,,0,,,,1,,,0,,0,,,1,,1,,,,0,,,,,3,,,,2.07,,,,0.870,,,0.86,,,-588,,,0,,49.57,,
,,,,,,,,STRAWBERRY BITES,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,1,,,,0,,,,,3,,,,3.00,,,,1.800,,,0.70,,,-12,,,0,,28.00,,
,,,,,,,,JOHNNY'S ONION RINGS 8PK.,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,0,,,,1,,,,,3,,,,4.47,,,,2.970,,,0.76,,,-215,,,0,,20.27,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOBBY'S POTATO SNAX BBQ SAUCE,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,1,,,,1,,,,,3,,,,3.75,,,,2.550,,,0.58,,,-128,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FLIPZ PEANUT BUTTER,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,1,,,,0,,,,,3,,,,4.47,,,,3.270,,,0.46,,,-106,,,0,,12.21,,
,,,,,,,,GOLDEN WONDER MEATY 6PK,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,0,,,,,3,,,,6.45,,,,3.000,,,2.38,,,-1095,,,0,,44.19,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SQUASHIES STRAWBERRY & CREAM,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,0,,,,1,,,,,3,,,,3.45,,,,2.250,,,0.63,,,-248,,,0,,21.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DISCOS SALT & VINEGAR,,,,,,,,,,,0,,,,0,,,1,,0,,,2,,0,,,,0,,,,,3,,,,4.05,,,,2.850,,,0.53,,,-222,,,0,,15.56,,
,,,,,,,,COCA COLA CHERRY 330ML,,,,,,,,,,,1,,,,2,,,0,,0,,,0,,0,,,,0,,,,,3,,,,3.27,,,,2.070,,,0.66,,,-117,,,0,,24.04,,
,,,,,,,,KINDER HAPPY HIPPO 5PK,,,,,,,,,,,0,,,,0,,,0,,1,,,2,,0,,,,0,,,,,3,,,,5.55,,,,4.350,,,0.28,,,-28,,,0,,5.95,,
,,,,,,,,GW TANGY TOMS 22G,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,0,,,,,3,,,,0.90,,,,0.750,,,0.00,,,-418,,,0,,0.00,,
69880,,,,,,,,POPPETS TOFFEE.,,,,,,,,,,,0,,,,0,,,1,,0,,,1,,1,,,,0,,,,,3,,,,2.37,,,,1.130,,,0.85,,,-2268,,,0,,43.04,,
,,,,,,,,STARBURST ORIGINAL FRUIT CHEWS,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,0,,,,,3,,,,1.95,,,,0.750,,,0.88,,,-304,,,0,,53.85,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BARR LEMONADE 2 LITRE,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,1,,,,1,,,,,3,,,,3.57,,,,2.370,,,0.61,,,-1048,,,0,,20.34,,
,,,,,,,,BOBBY'S SALT & VINEGAR SPIRALS,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,1,,,,0,,,,,3,,,,3.75,,,,2.550,,,0.58,,,-393,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FRUIT PASTILLES,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,1,,,,,3,,,,3.75,,,,2.550,,,0.58,,,-421,,,0,,18.40,,
,,,,,,,,SOUR PATCH KIDS STRAWBERRY.,,,,,,,,,,,1,,,,0,,,1,,0,,,1,,0,,,,0,,,,,3,,,,4.50,,,,3.300,,,0.45,,,-319,,,0,,12.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WALKERS WORCESTER SAUCE 70G,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,2,,,,0,,,,,3,,,,4.05,,,,2.850,,,0.53,,,-186,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,RUBICON SPRING PINEAPPLE PASSION,,,,,,,,,,,0,,,,0,,,1,,2,,,0,,0,,,,0,,,,,3,,,,3.57,,,,2.370,,,0.61,,,-245,,,0,,20.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CADBURY WISPA 4PK,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,0,,,,2,,,,,3,,,,5.97,,,,4.770,,,0.21,,,-45,,,0,,4.12,,
,,,,,,,,IRN BRU SUGAR FREE GLASS,,,,,,,,,,,0,,,,1,,,0,,0,,,1,,0,,,,1,,,,,3,,,,5.07,,,,3.870,,,0.36,,,-63,,,0,,8.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BURTONS FISH N CHIPS,,,,,,,,,,,0,,,,0,,,0,,2,,,0,,1,,,,0,,,,,3,,,,3.00,,,,1.800,,,0.70,,,-98,,,0,,28.00,,
,,,,,,,,BOBBY'S PRAWN COCKTAILS SPIRALS,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,1,,,,0,,,,,3,,,,3.75,,,,2.550,,,0.58,,,-537,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EXTRA ICE WHITE,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,1,,,,0,,,,,3,,,,2.85,,,,0.450,,,1.93,,,-2011,,,0,,81.05,,
,,,,,,,,M&MS PEANUT,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,0,,,,1,,,,,3,,,,5.07,,,,3.870,,,0.36,,,-112,,,0,,8.40,,
,,,,,,,,MILKA OREO SANDWICH,,,,,,,,,,,2,,,,0,,,0,,0,,,0,,0,,,,1,,,,,3,,,,5.67,,,,4.470,,,0.26,,,-10,,,0,,5.40,,
,,,,,,,,REESE'S PEANUT BUTTER WHITE BAR.,,,,,,,,,,,0,,,,1,,,0,,1,,,0,,1,,,,0,,,,,3,,,,5.97,,,,4.770,,,0.21,,,-83,,,0,,4.12,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SPACE RAIDERS PO,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,1,,,,0,,,,,3,,,,4.05,,,,2.850,,,0.53,,,-58,,,0,,15.56,,
,,,,,,,,CADBURY OREO BITES,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,0,,,,1,,,,,3,,,,5.55,,,,4.350,,,0.28,,,-98,,,0,,5.95,,
,,,,,,,,GOLDEN WONDER VARIETY 6PK.,,,,,,,,,,,0,,,,1,,,0,,0,,,0,,2,,,,0,,,,,3,,,,5.15,,,,3.000,,,1.29,,,-1726,,,0,,30.10,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KITKAT F1,,,,,,,,,,,1,,,,0,,,0,,0,,,0,,2,,,,0,,,,,3,,,,2.67,,,,1.470,,,0.76,,,-38,,,0,,33.93,,
69883,,,,,,,,POPPETS MINTY CHOC CREAMS,,,,,,,,,,,1,,,,1,,,0,,0,,,0,,1,,,,0,,,,,3,,,,2.37,,,,1.130,,,0.85,,,-4286,,,0,,43.04,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,EMERGE TROPICAL BERRY 500ML,,,,,,,,,,,0,,,,2,,,0,,0,,,0,,1,,,,0,,,,,3,,,,2.10,,,,0.900,,,0.85,,,-872,,,0,,48.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BARR LIMEADE 2 LITRE,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,1,,,,,3,,,,3.57,,,,2.370,,,0.61,,,-562,,,0,,20.34,,
,,,,,,,,HARIBO EGG GALORE,,,,,,,,,,,0,,,,1,,,1,,1,,,0,,0,,,,0,,,,,3,,,,3.75,,,,2.550,,,0.58,,,-26,,,0,,18.40,,
,,,,,,,,KIT KAT 6PK,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,0,,,,1,,,,,3,,,,5.07,,,,3.870,,,0.36,,,-112,,,0,,8.40,,
,,,,,,,,KITKAT CHUNKY PEANUT BUTTER,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,0,,,,1,,,,,3,,,,2.67,,,,1.470,,,0.76,,,-115,,,0,,33.93,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,WISPA BITSA,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,1,,,,0,,,,,3,,,,5.55,,,,4.350,,,0.28,,,-97,,,0,,5.95,,
,,,,,,,,TWIX FUN SIZE,,,,,,,,,,,0,,,,0,,,0,,1,,,0,,2,,,,0,,,,,3,,,,8.97,,,,10.770,,,-3.30,,,-17,,,0,,-44.08,,
,,,,,,,,JACKS MINI GEMS,,,,,,,,,,,0,,,,0,,,1,,0,,,0,,1,,,,0,,,,,2,,,,2.00,,,,1.200,,,0.47,,,-18,,,0,,28.00,,
,,,,,,,,DM FREDO,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,0,,,,0,,,,,2,,,,0.78,,,,0.650,,,0.00,,,-33,,,0,,0.00,,
