,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CADBURY FUDGE,,,,,,,,,,,0,,,,7,,,5,,5,,,1,,5,,,,0,,,,,23,,,,8.97,,,,7.150,,,0.33,,,-301,,,0,,4.35,,
,,,,,,,,SOUR PATCH KIDS BLUE RASPBERRY,,,,,,,,,,,0,,,,3,,,5,,5,,,5,,4,,,,1,,,,,23,,,,34.50,,,,25.300,,,3.45,,,-480,,,0,,12.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,CADBURY MINI EGGS BAG,,,,,,,,,,,2,,,,3,,,3,,3,,,2,,6,,,,2,,,,,21,,,,42.00,,,,33.390,,,1.61,,,-185,,,0,,4.60,,
,,,,,,,,MAOAM PINBALLS BLUE,,,,,,,,,,,0,,,,0,,,0,,5,,,4,,7,,,,4,,,,,20,,,,25.00,,,,17.000,,,3.83,,,-486,,,0,,18.40,,
,,,,,,,,PEPSI MAX 2 LITRE,,,,,,,,,,,4,,,,4,,,1,,0,,,3,,5,,,,2,,,,,19,,,,41.61,,,,34.010,,,0.67,,,-342,,,0,,1.92,,
,,,,,,,,CHOC BUTTONS,,,,,,,,,,,1,,,,4,,,2,,0,,,6,,2,,,,3,,,,,18,,,,33.30,,,,26.100,,,1.65,,,-294,,,0,,5.95,,
,,,,,,,,SKITTLES WILD BERRY,,,,,,,,,,,2,,,,0,,,7,,4,,,2,,1,,,,1,,,,,17,,,,17.00,,,,10.200,,,3.97,,,-164,,,0,,28.00,,
,,,,,,,,GALAXY COUNTERS,,,,,,,,,,,2,,,,1,,,3,,2,,,3,,4,,,,1,,,,,16,,,,27.04,,,,20.640,,,1.89,,,-219,,,0,,8.40,,
,,,,,,,,GALAXY SMOOTH CARAMEL,,,,,,,,,,,3,,,,3,,,2,,1,,,3,,2,,,,2,,,,,16,,,,27.04,,,,20.640,,,1.89,,,-247,,,0,,8.40,,
,,,,,,,,GALAXY SMOOTH MILK,,,,,,,,,,,0,,,,1,,,3,,4,,,4,,4,,,,0,,,,,16,,,,27.04,,,,20.640,,,1.89,,,-200,,,0,,8.40,,
,,,,,,,,KINDER BUENO,,,,,,,,,,,0,,,,1,,,2,,4,,,4,,4,,,,1,,,,,16,,,,14.24,,,,7.840,,,4.03,,,-127,,,0,,33.93,,
,,,,,,,,POWERADE BLUE 500ML,,,,,,,,,,,0,,,,3,,,5,,0,,,2,,3,,,,2,,,,,15,,,,23.85,,,,13.350,,,6.53,,,-1876,,,0,,32.83,,
,,,,,,,,MILKYWAY DUO,,,,,,,,,,,2,,,,1,,,1,,3,,,2,,2,,,,4,,,,,15,,,,11.25,,,,5.250,,,4.13,,,-266,,,0,,44.00,,
,,,,,,,,MILKYWAY MAGIC STARS.,,,,,,,,,,,3,,,,4,,,1,,6,,,1,,0,,,,0,,,,,15,,,,11.25,,,,5.250,,,4.13,,,-1094,,,0,,44.00,,
,,,,,,,,HARIBO TANGFASTICS,,,,,,,,,,,2,,,,1,,,4,,1,,,0,,7,,,,0,,,,,15,,,,18.75,,,,12.750,,,2.88,,,-1002,,,0,,18.40,,
,,,,,,,,KINDER CHOCOLATE,,,,,,,,,,,1,,,,3,,,3,,4,,,1,,2,,,,0,,,,,14,,,,7.00,,,,1.400,,,4.43,,,-611,,,0,,76.00,,
,,,,,,,,EMERGE SPORT CHERRY,,,,,,,,,,,0,,,,2,,,4,,7,,,0,,1,,,,0,,,,,14,,,,9.80,,,,4.200,,,3.97,,,-1690,,,0,,48.57,,
,,,,,,,,CADBURY STARBAR DUO.,,,,,,,,,,,2,,,,0,,,0,,5,,,4,,2,,,,1,,,,,14,,,,18.06,,,,12.460,,,2.59,,,-540,,,0,,17.21,,
,,,,,,,,MILKYWAY,,,,,,,,,,,0,,,,3,,,1,,0,,,3,,3,,,,4,,,,,14,,,,5.46,,,,3.900,,,0.65,,,-378,,,0,,14.29,,
,,,,,,,,EXTRA WHITE BUBBLEGUM,,,,,,,,,,,0,,,,3,,,3,,2,,,2,,3,,,,1,,,,,14,,,,13.30,,,,5.320,,,5.76,,,-4708,,,0,,52.00,,
,,,,,,,,DRUMSTICK SQUASHIES ORIGINAL,,,,,,,,,,,1,,,,0,,,3,,3,,,3,,1,,,,2,,,,,13,,,,14.95,,,,9.750,,,2.71,,,-1373,,,0,,21.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MALTESERS.,,,,,,,,,,,0,,,,0,,,2,,3,,,4,,1,,,,3,,,,,13,,,,9.75,,,,4.550,,,3.58,,,-546,,,0,,44.00,,
,,,,,,,,MALSTERSARS,,,,,,,,,,,3,,,,2,,,1,,4,,,1,,1,,,,1,,,,,13,,,,21.97,,,,16.770,,,1.54,,,-424,,,0,,8.40,,
,,,,,,,,GW AWESOME OINKS 22G,,,,,,,,,,,0,,,,0,,,6,,0,,,0,,4,,,,2,,,,,12,,,,3.60,,,,2.000,,,1.00,,,-2457,,,0,,33.33,,
,,,,,,,,REFRESHERS LEMON BAR,,,,,,,,,,,1,,,,4,,,3,,2,,,1,,1,,,,0,,,,,12,,,,2.40,,,,1.800,,,0.20,,,-1554,,,0,,10.00,,
,,,,,,,,DORITOS TANGY CHEESE,,,,,,,,,,,3,,,,0,,,1,,3,,,4,,1,,,,0,,,,,12,,,,16.20,,,,11.400,,,2.10,,,-165,,,0,,15.56,,
,,,,,,,,GALAXY SMOOTH MILK.,,,,,,,,,,,0,,,,0,,,0,,2,,,5,,5,,,,0,,,,,12,,,,9.00,,,,4.200,,,3.30,,,-897,,,0,,44.00,,
,,,,,,,,Z/C BLUE RAZZ JAWBREAKERS,,,,,,,,,,,0,,,,1,,,1,,5,,,2,,3,,,,0,,,,,12,,,,8.28,,,,3.480,,,3.42,,,-143,,,0,,49.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JOHNNY'S SPICY RINGS,,,,,,,,,,,0,,,,1,,,2,,1,,,0,,1,,,,6,,,,,11,,,,3.85,,,,2.630,,,0.58,,,-703,,,0,,18.09,,
78029,,,,,,,,WRIGLEY EXTRA S/FREE PEPPERMIN,,,,,,,,10PCE,,,0,,,,2,,,2,,0,,,0,,1,,,,6,,,,,11,,,,9.35,,,,2.450,,,5.34,,,-7685,,,0,,68.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BOBBYS BLUE RAZZ LACES.,,,,,,,,,,,0,,,,1,,,0,,2,,,5,,3,,,,0,,,,,11,,,,7.59,,,,3.190,,,3.14,,,-588,,,0,,49.57,,
,,,,,,,,EMERGE MIXED BERRY 500ML,,,,,,,,,,,0,,,,0,,,2,,0,,,2,,5,,,,1,,,,,10,,,,7.00,,,,3.000,,,2.83,,,-1128,,,0,,48.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HULA HOOPS BIG HOOPS BARBECUE BEEF,,,,,,,,,,,2,,,,1,,,3,,1,,,3,,0,,,,0,,,,,10,,,,13.50,,,,9.500,,,1.75,,,-271,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TAKIS FUEGO,,,,,,,,,,,1,,,,2,,,1,,0,,,2,,2,,,,2,,,,,10,,,,12.50,,,,8.500,,,1.92,,,-899,,,0,,18.40,,
,,,,,,,,GALAXY MINSTRELS,,,,,,,,,,,1,,,,0,,,1,,1,,,2,,3,,,,2,,,,,10,,,,16.90,,,,12.900,,,1.18,,,-222,,,0,,8.40,,
,,,,,,,,CADBURY TWIRL WHITE DIPPED,,,,,,,,,,,0,,,,0,,,4,,1,,,1,,2,,,,2,,,,,10,,,,11.90,,,,7.900,,,2.02,,,-437,,,0,,20.34,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,M&MS PEANUT,,,,,,,,,,,2,,,,0,,,0,,2,,,1,,3,,,,1,,,,,9,,,,15.21,,,,11.610,,,1.07,,,-112,,,0,,8.40,,
,,,,,,,,DAIRY MILK,,,,,,,,,,,0,,,,0,,,0,,1,,,5,,2,,,,1,,,,,9,,,,17.55,,,,13.950,,,0.68,,,-222,,,0,,4.62,,
,,,,,,,,MIKADO.,,,,,,,,,,,0,,,,2,,,1,,0,,,4,,2,,,,0,,,,,9,,,,8.91,,,,5.310,,,2.12,,,-617,,,0,,28.48,,
,,,,,,,,WALKERS C/O,,,,,,,,,,,0,,,,2,,,1,,2,,,2,,2,,,,0,,,,,9,,,,8.01,,,,3.510,,,3.17,,,-1876,,,0,,47.42,,
,,,,,,,,LUCOZADE ORANGE 900ML,,,,,,,,,,,1,,,,2,,,0,,2,,,0,,1,,,,3,,,,,9,,,,18.00,,,,14.400,,,0.60,,,-1585,,,0,,4.00,,
,,,,,,,,SQUARES CHOCOLATEY,,,,,,,,,,,0,,,,3,,,0,,1,,,3,,2,,,,0,,,,,9,,,,7.11,,,,3.510,,,2.42,,,-339,,,0,,40.76,,
,,,,,,,,M M CRISPY,,,,,,,,,,,0,,,,2,,,0,,3,,,0,,3,,,,1,,,,,9,,,,15.21,,,,11.610,,,1.07,,,-211,,,0,,8.40,,
,,,,,,,,TWIRL,,,,,,,,,,,0,,,,0,,,1,,3,,,1,,0,,,,4,,,,,9,,,,8.91,,,,5.310,,,2.12,,,-77,,,0,,28.48,,
,,,,,,,,HARIBO MEGA-ROULETTE.,,,,,,,,,,,2,,,,1,,,1,,1,,,1,,2,,,,1,,,,,9,,,,6.30,,,,2.700,,,2.55,,,-1201,,,0,,48.57,,
,,,,,,,,CHEETOS TWISTED FLAMIN HOT,,,,,,,,,,,0,,,,0,,,2,,0,,,3,,4,,,,0,,,,,9,,,,4.41,,,,0.810,,,2.87,,,-1021,,,0,,77.96,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRINGLES ORIGINAL 70G,,,,,,,,,,,0,,,,1,,,1,,1,,,2,,1,,,,3,,,,,9,,,,11.25,,,,7.650,,,1.73,,,-906,,,0,,18.40,,
,,,,,,,,BOBBY'S BLUE RAZZ RIP ROLL,,,,,,,,,,,0,,,,0,,,1,,4,,,0,,3,,,,1,,,,,9,,,,5.31,,,,1.710,,,2.72,,,-492,,,0,,61.36,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRINGLES HOT & SPICY,,,,,,,,,,,2,,,,3,,,2,,2,,,0,,0,,,,0,,,,,9,,,,11.25,,,,7.650,,,1.73,,,-981,,,0,,18.40,,
,,,,,,,,GALAXY SMOOTH CARMEL,,,,,,,,,,,0,,,,3,,,3,,1,,,2,,0,,,,0,,,,,9,,,,8.01,,,,4.410,,,2.27,,,-963,,,0,,33.93,,
,,,,,,,,MARS,,,,,,,,,,,0,,,,0,,,1,,0,,,4,,0,,,,4,,,,,9,,,,6.75,,,,3.150,,,2.48,,,-288,,,0,,44.00,,
,,,,,,,,DISCOS SALT & VINEGAR,,,,,,,,,,,1,,,,1,,,1,,1,,,2,,2,,,,0,,,,,8,,,,10.80,,,,7.600,,,1.40,,,-222,,,0,,15.56,,
,,,,,,,,WOTSITS REALLY CHEESY 6PK,,,,,,,,,,,0,,,,1,,,2,,0,,,0,,3,,,,2,,,,,8,,,,19.92,,,,9.540,,,7.06,,,-677,,,0,,42.55,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,TANGO BLUE RASPBERRY CHEW BAR,,,,,,,,,,,0,,,,1,,,0,,3,,,3,,1,,,,0,,,,,8,,,,0.80,,,,0.660,,,0.00,,,-1019,,,0,,0.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KINDER EGG,,,,,,,,,,,1,,,,1,,,0,,1,,,2,,3,,,,0,,,,,8,,,,9.52,,,,3.120,,,4.81,,,-2670,,,0,,60.67,,
68454,,,,,,,,POLO SPEARMINT,,,,,,,,ROLL,,,0,,,,0,,,3,,3,,,0,,1,,,,1,,,,,8,,,,4.72,,,,2.320,,,1.61,,,-1826,,,0,,41.02,,
,,,,,,,,BOBBY'S 6 CLASSIC MINI DOUGHNUTS,,,,,,,,,,,0,,,,0,,,2,,0,,,0,,4,,,,2,,,,,8,,,,15.12,,,,11.920,,,0.68,,,-748,,,0,,5.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,DAIRY MILK CARAMEL,,,,,,,,,,,1,,,,1,,,1,,4,,,0,,1,,,,0,,,,,8,,,,15.60,,,,12.400,,,0.60,,,-146,,,0,,4.62,,
,,,,,,,,FANTA FRUIT TWIST 500ML,,,,,,,,,,,1,,,,2,,,1,,2,,,1,,1,,,,0,,,,,8,,,,11.20,,,,8.000,,,1.33,,,-192,,,0,,14.29,,
,,,,,,,,PRINGLES SALT & VINEGAR 70G,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,2,,,,3,,,,,8,,,,10.00,,,,6.800,,,1.53,,,-1405,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KITKAT CHUNKY CARAMEL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,4,,,,,7,,,,8.05,,,,4.260,,,2.45,,,-13,,,0,,36.56,,
,,,,,,,,DISCOS VARIETY 6PK.,,,,,,,,,,,0,,,,1,,,2,,2,,,1,,0,,,,1,,,,,7,,,,13.93,,,,8.950,,,2.66,,,-1223,,,0,,22.93,,
,,,,,,,,CADBURY OREO BITES,,,,,,,,,,,0,,,,1,,,0,,2,,,2,,1,,,,1,,,,,7,,,,12.95,,,,10.150,,,0.64,,,-98,,,0,,5.95,,
,,,,,,,,KINDER CARDS 4PK.,,,,,,,,,,,0,,,,0,,,2,,0,,,1,,3,,,,1,,,,,7,,,,13.93,,,,11.130,,,0.48,,,-124,,,0,,4.12,,
,,,,,,,,DORITOS COOL,,,,,,,,,,,1,,,,0,,,0,,2,,,1,,3,,,,0,,,,,7,,,,9.45,,,,6.650,,,1.23,,,-244,,,0,,15.56,,
,,,,,,,,SKIPS S&V,,,,,,,,,,,3,,,,1,,,2,,0,,,0,,1,,,,0,,,,,7,,,,9.45,,,,6.650,,,1.23,,,-31,,,0,,15.56,,
,,,,,,,,PINBALLS,,,,,,,,,,,1,,,,0,,,2,,3,,,0,,1,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-813,,,0,,18.40,,
,,,,,,,,EMERGE TROPICAL BERRY 500ML,,,,,,,,,,,0,,,,2,,,0,,2,,,2,,1,,,,0,,,,,7,,,,4.90,,,,2.100,,,1.98,,,-872,,,0,,48.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PRINGLES TEXAS BBQ SAUCE,,,,,,,,,,,2,,,,1,,,1,,1,,,1,,1,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-1511,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO GOLDBEARS,,,,,,,,,,,2,,,,2,,,0,,1,,,2,,0,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-828,,,0,,18.40,,
,,,,,,,,PARMA VIOLETS,,,,,,,,,,,0,,,,1,,,1,,0,,,0,,4,,,,1,,,,,7,,,,4.83,,,,1.330,,,2.70,,,-935,,,0,,66.96,,
,,,,,,,,ES MILK CHOCOLATE,,,,,,,,,,,2,,,,2,,,2,,0,,,0,,1,,,,0,,,,,7,,,,8.05,,,,5.250,,,1.46,,,-280,,,0,,21.74,,
,,,,,,,,SOUR PATCH KIDS STRAWBERRY.,,,,,,,,,,,0,,,,1,,,1,,0,,,2,,2,,,,1,,,,,7,,,,10.50,,,,7.700,,,1.05,,,-319,,,0,,12.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JACK'S ONION RINGS,,,,,,,,,,,2,,,,0,,,2,,0,,,1,,1,,,,1,,,,,7,,,,5.25,,,,3.150,,,1.23,,,-118,,,0,,28.00,,
,,,,,,,,MILKYBAR 12G,,,,,,,,,,,0,,,,1,,,2,,0,,,3,,1,,,,0,,,,,7,,,,2.45,,,,1.750,,,0.29,,,-128,,,0,,14.19,,
,,,,,,,,WALKERS SQUARES SALT & VINEGAR,,,,,,,,,,,0,,,,0,,,1,,1,,,1,,4,,,,0,,,,,7,,,,9.45,,,,6.650,,,1.23,,,-255,,,0,,15.56,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HARIBO GIANT STRAWBERRY,,,,,,,,,,,1,,,,1,,,0,,1,,,2,,2,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-509,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GW SPICY BIKERS 50G,,,,,,,,,,,1,,,,0,,,1,,2,,,1,,2,,,,0,,,,,7,,,,7.00,,,,4.200,,,1.63,,,-362,,,0,,28.00,,
,,,,,,,,GW SPICY BIKERS 22G,,,,,,,,,,,0,,,,1,,,4,,0,,,2,,0,,,,0,,,,,7,,,,2.15,,,,1.540,,,0.25,,,-912,,,0,,13.93,,
,,,,,,,,SQUASHIES STRAWBERRY & CREAM,,,,,,,,,,,2,,,,0,,,2,,1,,,1,,1,,,,0,,,,,7,,,,8.05,,,,5.250,,,1.46,,,-248,,,0,,21.74,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,JACOBS MINI CHEDDARS ORIGINAL,,,,,,,,,,,1,,,,0,,,0,,2,,,2,,0,,,,2,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-419,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,FLIPZ PRETZELS CHOC,,,,,,,,,,,1,,,,0,,,0,,1,,,0,,2,,,,3,,,,,7,,,,10.43,,,,7.630,,,1.06,,,-194,,,0,,12.21,,
,,,,,,,,HARIBO CHAMALLOWS,,,,,,,,,,,1,,,,4,,,0,,1,,,0,,1,,,,0,,,,,7,,,,8.75,,,,5.950,,,1.34,,,-289,,,0,,18.40,,
,,,,,,,,CARAMEL NIBBLES,,,,,,,,,,,1,,,,1,,,0,,1,,,1,,2,,,,1,,,,,7,,,,12.95,,,,10.150,,,0.64,,,-232,,,0,,5.95,,
,,,,,,,,NUTYMAX,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,3,,,,4,,,,,7,,,,7.00,,,,5.320,,,0.51,,,-11,,,0,,8.80,,
,,,,,,,,WALKERS BAKED CHEESE & ONION,,,,,,,,,,,1,,,,0,,,1,,1,,,1,,2,,,,1,,,,,7,,,,6.93,,,,5.530,,,0.25,,,-1488,,,0,,4.24,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ROCKSTAR ORIGINAL,,,,,,,,,,,0,,,,2,,,0,,2,,,0,,2,,,,1,,,,,7,,,,7.29,,,,6.230,,,-0.16,,,-849,,,0,,-2.55,,
,,,,,,,,MONSTER JUICED AUSSIE LEMONADE,,,,,,,,,,,0,,,,0,,,0,,2,,,2,,2,,,,0,,,,,6,,,,10.50,,,,6.540,,,2.21,,,-376,,,0,,25.26,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,REESE'S 2 PEANUT BUTTER CUPS,,,,,,,,,,,0,,,,1,,,3,,0,,,0,,2,,,,0,,,,,6,,,,7.14,,,,3.900,,,2.05,,,-678,,,0,,34.45,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SKIPS,,,,,,,,,,,0,,,,0,,,2,,1,,,0,,2,,,,1,,,,,6,,,,3.30,,,,0.900,,,1.85,,,-173,,,0,,67.27,,
,,,,,,,,SCHWEPPES SLIMLINE LEMONADE 2L,,,,,,,,,,,1,,,,0,,,1,,1,,,0,,1,,,,2,,,,,6,,,,10.50,,,,8.100,,,0.65,,,-571,,,0,,7.43,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GOLDEN WONDER CHEESE ONION 6PK,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,3,,,,0,,,,,6,,,,10.95,,,,6.000,,,3.13,,,-2229,,,0,,34.25,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MILLIONS BUBBLEGUM,,,,,,,,,,,1,,,,0,,,2,,0,,,1,,1,,,,1,,,,,6,,,,7.20,,,,3.600,,,2.40,,,-416,,,0,,40.00,,
,,,,,,,,CHEWITS BLUE RASPBERRY,,,,,,,,,,,0,,,,0,,,3,,0,,,0,,3,,,,0,,,,,6,,,,4.14,,,,2.940,,,0.51,,,-797,,,0,,14.78,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,E/S APPLE JUICE 200ML,,,,,,,,,,,0,,,,0,,,4,,2,,,0,,0,,,,0,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-761,,,0,,76.00,,
,,,,,,,,MENTOS MINT.,,,,,,,,,,,0,,,,0,,,0,,0,,,2,,1,,,,3,,,,,6,,,,4.74,,,,0.900,,,3.05,,,-2016,,,0,,77.22,,
,,,,,,,,HALLS SOOTHERS CHERRY.,,,,,,,,,,,0,,,,0,,,0,,1,,,1,,4,,,,0,,,,,6,,,,5.94,,,,4.140,,,0.81,,,-1274,,,0,,16.36,,
69880,,,,,,,,POPPETS TOFFEE.,,,,,,,,,,,2,,,,0,,,0,,1,,,1,,2,,,,0,,,,,6,,,,4.74,,,,2.250,,,1.70,,,-2268,,,0,,43.04,,
,,,,,,,,SPACE RAIDERS SAUCY BBQ,,,,,,,,,,,0,,,,0,,,1,,5,,,0,,0,,,,0,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-52,,,0,,76.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,BURTONS FISH N CHIPS,,,,,,,,,,,0,,,,0,,,1,,1,,,0,,3,,,,1,,,,,6,,,,6.00,,,,3.600,,,1.40,,,-98,,,0,,28.00,,
,,,,,,,,FANTA GOLDEN GRAPE,,,,,,,,,,,0,,,,0,,,2,,2,,,0,,2,,,,0,,,,,6,,,,14.94,,,,9.500,,,2.95,,,-23,,,0,,23.71,,
,,,,,,,,BOBBY'S POTATO SNAX BBQ SAUCE,,,,,,,,,,,1,,,,0,,,2,,1,,,0,,0,,,,2,,,,,6,,,,7.50,,,,5.100,,,1.15,,,-128,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MAYNARDS WINE GUMS,,,,,,,,,,,0,,,,1,,,2,,1,,,0,,2,,,,0,,,,,6,,,,8.10,,,,5.700,,,1.05,,,-576,,,0,,15.56,,
,,,,,,,,MIKE AND IKE BERRY BLAST,,,,,,,,,,,0,,,,2,,,0,,1,,,0,,3,,,,0,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-162,,,0,,76.00,,
,,,,,,,,BACON FRIES,,,,,,,,,,,0,,,,1,,,0,,2,,,1,,2,,,,0,,,,,6,,,,5.94,,,,4.140,,,0.81,,,-2018,,,0,,16.36,,
,,,,,,,,7UP ZERO SUGAR 330ML,,,,,,,,,,,5,,,,1,,,0,,0,,,0,,0,,,,0,,,,,6,,,,4.50,,,,2.100,,,1.65,,,-303,,,0,,44.00,,
,,,,,,,,EMERGE SPORT STRAWBERRY WATERMELON,,,,,,,,,,,1,,,,0,,,1,,0,,,1,,3,,,,0,,,,,6,,,,4.20,,,,1.800,,,1.70,,,-1537,,,0,,48.57,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,SKITTLES FRUITS,,,,,,,,,,,0,,,,0,,,1,,1,,,2,,2,,,,0,,,,,6,,,,6.00,,,,3.600,,,1.40,,,-296,,,0,,28.00,,
,,,,,,,,DM TWIRL BITES,,,,,,,,,,,1,,,,1,,,0,,0,,,2,,1,,,,1,,,,,6,,,,11.10,,,,8.700,,,0.55,,,-113,,,0,,5.95,,
,,,,,,,,CAPRI SUN CHERRY,,,,,,,,,,,0,,,,4,,,2,,0,,,0,,0,,,,0,,,,,6,,,,7.14,,,,4.740,,,1.21,,,-256,,,0,,20.34,,
,,,,,,,,BISCOLATA MOOD CARAMEL,,,,,,,,,,,0,,,,2,,,0,,1,,,2,,0,,,,1,,,,,6,,,,7.50,,,,5.100,,,1.15,,,-206,,,0,,18.40,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,MIKE AND IKE SOUR WATERMELON,,,,,,,,,,,0,,,,3,,,1,,2,,,0,,0,,,,0,,,,,6,,,,3.00,,,,0.600,,,1.90,,,-176,,,0,,76.00,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PAPITA CARAMEL,,,,,,,,,,,0,,,,0,,,0,,0,,,0,,5,,,,1,,,,,6,,,,4.14,,,,1.740,,,1.71,,,-19,,,0,,49.57,,
,,,,,,,,DR PEPPER ZEROOO 500ML,,,,,,,,,,,1,,,,0,,,1,,2,,,2,,0,,,,0,,,,,6,,,,8.40,,,,6.000,,,1.00,,,-100,,,0,,14.29,,
,,,,,,,,JACKS MINT IMPERIALS,,,,,,,,,,,0,,,,0,,,0,,0,,,1,,2,,,,2,,,,,5,,,,4.76,,,,3.000,,,0.97,,,-5,,,0,,24.37,,
